Country,Crop,Year,Yield,Region,latitude,longitude,Current Average Temperature (dC)_area_weighted,Current Average Temperature_point_coordinate (dC),Current Annual Precipitation (mm) _area_weighted,Current Annual Precipitation  (mm) _point_coordinate,Future_Mid-point,Climate scenario,Scenario source,Local delta T,Local delta T from 2005,Annual Precipitation change each study  (mm),Annual Precipitation change  from 2005 (mm),Global delta T from pre-industrial period,Global delta T from 2005,Projected yield (t/ha),Climate impacts (%),Climate impacts relative to 2005,Climate impacts per dC (%),Climate impacts per decade (%),CO2,CO2 ppm,Fertiliser,Irrigation,Cultivar,Soil organic matter management,Planting time,Tillage,Others,Adaptation,Adaptation type,Seasonal Precipitation change (mm) each study (local baseperiod),Base precipitation (annual) (mm) (local base period),Annual Preciptation change (%) (relative to local base),Base precipitation (seasonal) (mm) (local base period)
Japan,Wheat,1990,3.653993856,Asia,34.6617,133.935,15.1805563,15.1805563,1203.716719,1203.716719,2050,RCP2.6,CMIP5,1.72024,1.29018,128.9860858,96.73956438,1.7,0.91,6.794434792,5.50468,4.12851,3.199948844,0.9174466667,Yes,442.70046,No,No,No,No,No,No,No,No,No,0.0,1675.068624,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,34.6914,135.183,16.20646858,16.20646858,1324.518508,1324.518508,2050,RCP2.6,CMIP5,1.67708,1.25781,155.5796325,116.6847244,1.7,0.91,6.577954911,2.84235,2.1317625,1.69482076,0.473725,Yes,442.70046,No,No,No,No,No,No,No,No,No,0.0,1700.40352,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,33.5597,133.531,13.88828468,13.88828468,2564.129915,2564.129915,2050,RCP2.6,CMIP5,1.64728,1.23546,180.0300013,135.022501,1.7,0.91,6.393495748,2.30282,1.727115,1.397952989,0.3838033333,Yes,442.70046,No,No,No,No,No,No,No,No,No,0.0,1874.68543,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,33.6064,130.418,16.64946365,16.64946365,1673.470732,1673.470732,2050,RCP2.6,CMIP5,1.62388,1.21791,189.9732325,142.4799244,1.7,0.91,5.936127966,5.14029,3.8552175,3.165437101,0.856715,Yes,442.70046,No,No,No,No,No,No,No,No,No,0.0,2148.043388,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,43.0642,141.347,7.656298161,7.656298161,1280.287234,1280.287234,2050,RCP4.5,CMIP5,2.47583,1.8568725,147.4229384,110.5672038,1.91,1.12,6.837056255,37.5631,28.172325,15.17192214,6.260516667,Yes,486.53532,No,No,No,No,No,No,No,No,No,0.0,1132.611715,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,39.7186,140.103,10.85308456,10.85308456,1883.032817,1883.032817,2050,RCP4.5,CMIP5,2.08214,1.561605,97.46919042,73.10189282,1.91,1.12,8.019183485,22.0334,16.52505,10.58209342,3.672233333,Yes,486.53532,No,No,No,No,No,No,No,No,No,0.0,1509.867611,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,36.3414,140.447,14.53779984,14.53779984,1414.982636,1414.982636,2050,RCP4.5,CMIP5,1.97423,1.4806725,101.9752805,76.48146039,1.91,1.12,7.099503115,13.4987,10.124025,6.83745055,2.249783333,Yes,486.53532,No,No,No,No,No,No,No,No,No,0.0,1515.121574,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,35.1803,136.907,15.70624065,15.70624065,1831.188187,1831.188187,2050,RCP4.5,CMIP5,1.96398,1.472985,180.9319954,135.6989965,1.91,1.12,7.193413755,9.43596,7.07697,4.804509211,1.57266,Yes,486.53532,No,No,No,No,No,No,No,No,No,0.0,2106.140858,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,37.9022,139.024,12.3398056,12.3398056,2007.753791,2007.753791,2050,RCP4.5,CMIP5,2.06225,1.5466875,178.6579404,133.9934553,1.91,1.12,7.746589141,13.4623,10.096725,6.527967026,2.243716667,Yes,486.53532,No,No,No,No,No,No,No,No,No,0.0,2344.265243,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,34.6617,133.935,15.1805563,15.1805563,1203.716719,1203.716719,2050,RCP4.5,CMIP5,2.01038,1.507785,145.2631736,108.9473802,1.91,1.12,7.083301044,9.98974,7.492305,4.969080472,1.664956667,Yes,486.53532,No,No,No,No,No,No,No,No,No,0.0,1675.068624,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,34.6914,135.183,16.20646858,16.20646858,1324.518508,1324.518508,2050,RCP4.5,CMIP5,1.96866,1.476495,157.7398425,118.3048819,1.91,1.12,6.799273262,6.28823,4.7161725,3.194167606,1.048038333,Yes,486.53532,No,No,No,No,No,No,No,No,No,0.0,1700.40352,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,33.5597,133.531,13.88828468,13.88828468,2564.129915,2564.129915,2050,RCP4.5,CMIP5,1.93028,1.44771,189.1932772,141.8949579,1.91,1.12,6.599039419,5.57785,4.1833875,2.889658495,0.9296416667,Yes,486.53532,No,No,No,No,No,No,No,No,No,0.0,1874.68543,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,33.6064,130.418,16.64946365,16.64946365,1673.470732,1673.470732,2050,RCP4.5,CMIP5,1.86284,1.39713,196.6249689,147.4687267,1.91,1.12,6.095703475,7.98761,5.9907075,4.287866913,1.331268333,Yes,486.53532,No,No,No,No,No,No,No,No,No,0.0,2148.043388,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,43.0642,141.347,7.656298161,7.656298161,1280.287234,1280.287234,2050,RCP8.5,CMIP5,2.86784,2.15088,136.6940451,102.5205339,2.3,1.51,7.135181748,43.5711,32.678325,15.1930024,7.26185,Yes,540.54279,No,No,No,No,No,No,No,No,No,0.0,1132.611715,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,39.7186,140.103,10.85308456,10.85308456,1883.032817,1883.032817,2050,RCP8.5,CMIP5,2.47573,1.8567975,151.1754792,113.3816094,2.3,1.51,8.227627376,25.2279,18.920925,10.19008535,4.20465,Yes,540.54279,No,No,No,No,No,No,No,No,No,0.0,1509.867611,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,36.3414,140.447,14.53779984,14.53779984,1414.982636,1414.982636,2050,RCP8.5,CMIP5,2.36053,1.7703975,160.1554818,120.1166113,2.3,1.51,7.279858696,16.2805,12.210375,6.896968054,2.713416667,Yes,540.54279,No,No,No,No,No,No,No,No,No,0.0,1515.121574,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,35.1803,136.907,15.70624065,15.70624065,1831.188187,1831.188187,2050,RCP8.5,CMIP5,2.35349,1.7651175,245.0196676,183.7647507,2.3,1.51,7.358982331,11.9331,8.949825,5.070384833,1.98885,Yes,540.54279,No,No,No,No,No,No,No,No,No,0.0,2106.140858,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,37.9022,139.024,12.3398056,12.3398056,2007.753791,2007.753791,2050,RCP8.5,CMIP5,2.43947,1.8296025,234.6177664,175.9633248,2.3,1.51,7.998932404,17.1632,12.8724,7.035626591,2.860533333,Yes,540.54279,No,No,No,No,No,No,No,No,No,0.0,2344.265243,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,34.6617,133.935,15.1805563,15.1805563,1203.716719,1203.716719,2050,RCP8.5,CMIP5,2.38818,1.791135,159.6294984,119.7221238,2.3,1.51,7.273699592,12.9556,9.7167,5.424884221,2.159266667,Yes,540.54279,No,No,No,No,No,No,No,No,No,0.0,1675.068624,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,34.6914,135.183,16.20646858,16.20646858,1324.518508,1324.518508,2050,RCP8.5,CMIP5,2.3587,1.769025,190.0323083,142.5242312,2.3,1.51,6.915344401,8.06758,6.050685,3.420350193,1.344596667,Yes,540.54279,No,No,No,No,No,No,No,No,No,0.0,1700.40352,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,33.5597,133.531,13.88828468,13.88828468,2564.129915,2564.129915,2050,RCP8.5,CMIP5,2.3201,1.740075,209.9277454,157.445809,2.3,1.51,6.709905172,7.36318,5.522385,3.173647688,1.227196667,Yes,540.54279,No,No,No,No,No,No,No,No,No,0.0,1874.68543,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,33.6064,130.418,16.64946365,16.64946365,1673.470732,1673.470732,2050,RCP8.5,CMIP5,2.25186,1.688895,219.0882078,164.3161558,2.3,1.51,6.197781039,9.80368,7.35276,4.353592142,1.633946667,Yes,540.54279,No,No,No,No,No,No,No,No,No,0.0,2148.043388,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,43.0642,141.347,7.656298161,7.656298161,1280.287234,1280.287234,2080,RCP2.6,CMIP5,2.02163,1.684691667,108.5096087,90.42467393,1.73,0.94,6.594365988,32.7118,27.25983333,16.18090353,3.634644444,Yes,431.61659,No,No,No,No,No,No,No,No,No,0.0,1132.611715,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,39.7186,140.103,10.85308456,10.85308456,1883.032817,1883.032817,2080,RCP2.6,CMIP5,1.76141,1.467841667,129.916698,108.263915,1.73,0.94,7.6703024,16.7295,13.94125,9.497788703,1.858833333,Yes,431.61659,No,No,No,No,No,No,No,No,No,0.0,1509.867611,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,36.3414,140.447,14.53779984,14.53779984,1414.982636,1414.982636,2080,RCP2.6,CMIP5,1.70615,1.421791667,145.142323,120.9519358,1.73,0.94,6.826329299,9.26584,7.721533333,5.430847229,1.029537778,Yes,431.61659,No,No,No,No,No,No,No,No,No,0.0,1515.121574,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,35.1803,136.907,15.70624065,15.70624065,1831.188187,1831.188187,2080,RCP2.6,CMIP5,1.71899,1.432491667,204.1344064,170.1120054,1.73,0.94,6.898296486,4.94969,4.124741667,2.879417565,0.5499655556,Yes,431.61659,No,No,No,No,No,No,No,No,No,0.0,2106.140858,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,37.9022,139.024,12.3398056,12.3398056,2007.753791,2007.753791,2080,RCP2.6,CMIP5,1.78393,1.486608333,218.8124576,182.3437147,1.73,0.94,7.406056204,8.47634,7.063616667,4.751498097,0.9418155556,Yes,431.61659,No,No,No,No,No,No,No,No,No,0.0,2344.265243,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,34.6617,133.935,15.1805563,15.1805563,1203.716719,1203.716719,2080,RCP2.6,CMIP5,1.78583,1.488191667,117.8753479,98.22945654,1.73,0.94,6.781151182,5.29126,4.409383333,2.962913603,0.5879177778,Yes,431.61659,No,No,No,No,No,No,No,No,No,0.0,1675.068624,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,34.6914,135.183,16.20646858,16.20646858,1324.518508,1324.518508,2080,RCP2.6,CMIP5,1.73599,1.446658333,156.2840254,130.2366878,1.73,0.94,6.556732715,2.51352,2.0946,1.447888525,0.27928,Yes,431.61659,No,No,No,No,No,No,No,No,No,0.0,1700.40352,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,33.5597,133.531,13.88828468,13.88828468,2564.129915,2564.129915,2080,RCP2.6,CMIP5,1.71648,1.4304,156.1567906,130.1306589,1.73,0.94,6.360035362,1.75919,1.465991667,1.024882317,0.1954655556,Yes,431.61659,No,No,No,No,No,No,No,No,No,0.0,1874.68543,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,33.6064,130.418,16.64946365,16.64946365,1673.470732,1673.470732,2080,RCP2.6,CMIP5,1.70401,1.420008333,175.8133225,146.511102,1.73,0.94,5.8833037,4.21704,3.5142,2.474774209,0.46856,Yes,431.61659,No,No,No,No,No,No,No,No,No,0.0,2148.043388,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,43.0642,141.347,7.656298161,7.656298161,1280.287234,1280.287234,2080,RCP4.5,CMIP5,3.16092,2.6341,168.2757315,140.2297763,2.31,1.52,7.138716917,43.6155,36.34625,13.79835617,4.846166667,Yes,531.13797,No,No,No,No,No,No,No,No,No,0.0,1132.611715,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,39.7186,140.103,10.85308456,10.85308456,1883.032817,1883.032817,2080,RCP4.5,CMIP5,2.7204,2.267,168.4838303,140.4031919,2.31,1.52,8.185323372,24.5864,20.48866667,9.037788561,2.731822222,Yes,531.13797,No,No,No,No,No,No,No,No,No,0.0,1509.867611,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,36.3414,140.447,14.53779984,14.53779984,1414.982636,1414.982636,2080,RCP4.5,CMIP5,2.58333,2.152775,180.7544794,150.6287328,2.31,1.52,7.198127255,15.0104,12.50866667,5.810484917,1.667822222,Yes,531.13797,No,No,No,No,No,No,No,No,No,0.0,1515.121574,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,35.1803,136.907,15.70624065,15.70624065,1831.188187,1831.188187,2080,RCP4.5,CMIP5,2.58027,2.150225,272.5177868,227.0981557,2.31,1.52,7.24123419,10.1118,8.4265,3.918892209,1.123533333,Yes,531.13797,No,No,No,No,No,No,No,No,No,0.0,2106.140858,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,37.9022,139.024,12.3398056,12.3398056,2007.753791,2007.753791,2080,RCP4.5,CMIP5,2.67325,2.227708333,277.46614,231.2217833,2.31,1.52,7.914501304,15.923,13.26916667,5.956420088,1.769222222,Yes,531.13797,No,No,No,No,No,No,No,No,No,0.0,2344.265243,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,34.6617,133.935,15.1805563,15.1805563,1203.716719,1203.716719,2080,RCP4.5,CMIP5,2.64316,2.202633333,190.3812549,158.6510458,2.31,1.52,7.125738319,10.6452,8.871,4.027451989,1.1828,Yes,531.13797,No,No,No,No,No,No,No,No,No,0.0,1675.068624,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,34.6914,135.183,16.20646858,16.20646858,1324.518508,1324.518508,2080,RCP4.5,CMIP5,2.58622,2.155183333,221.3025827,184.4188189,2.31,1.52,6.781641295,5.94428,4.953566667,2.298443288,0.6604755556,Yes,531.13797,No,No,No,No,No,No,No,No,No,0.0,1700.40352,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,33.5597,133.531,13.88828468,13.88828468,2564.129915,2564.129915,2080,RCP4.5,CMIP5,2.55639,2.130325,243.2366921,202.6972434,2.31,1.52,6.571551214,5.11526,4.262716667,2.000970118,0.5683622222,Yes,531.13797,No,No,No,No,No,No,No,No,No,0.0,1874.68543,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,33.6064,130.418,16.64946365,16.64946365,1673.470732,1673.470732,2080,RCP4.5,CMIP5,2.49044,2.075366667,220.6716407,183.8930339,2.31,1.52,6.101824369,8.12412,6.7701,3.262122356,0.90268,Yes,531.13797,No,No,No,No,No,No,No,No,No,0.0,2148.043388,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,43.0642,141.347,7.656298161,7.656298161,1280.287234,1280.287234,2080,RCP8.5,CMIP5,4.89873,4.082275,155.9742284,129.9785237,3.61,2.82,7.414044447,49.2047,41.00391667,10.04437885,5.467188889,Yes,758.1823,No,No,No,No,No,No,No,No,No,0.0,1132.611715,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,39.7186,140.103,10.85308456,10.85308456,1883.032817,1883.032817,2080,RCP8.5,CMIP5,4.34005,3.616708333,145.9692827,121.6410689,3.61,2.82,8.730742278,32.9558,27.46316667,7.593414822,3.661755556,Yes,758.1823,No,No,No,No,No,No,No,No,No,0.0,1509.867611,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,36.3414,140.447,14.53779984,14.53779984,1414.982636,1414.982636,2080,RCP8.5,CMIP5,4.13587,3.446558333,161.3816735,134.4847279,3.61,2.82,7.184580902,14.1429,11.78575,3.419570731,1.571433333,Yes,758.1823,No,No,No,No,No,No,No,No,No,0.0,1515.121574,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,35.1803,136.907,15.70624065,15.70624065,1831.188187,1831.188187,2080,RCP8.5,CMIP5,4.14097,3.450808333,276.4992101,230.4160085,3.61,2.82,6.973269116,5.8582,4.881833333,1.414692693,0.6509111111,Yes,758.1823,No,No,No,No,No,No,No,No,No,0.0,2106.140858,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,37.9022,139.024,12.3398056,12.3398056,2007.753791,2007.753791,2080,RCP8.5,CMIP5,4.29593,3.579941667,244.2637465,203.553122,3.61,2.82,8.219286857,20.3431,16.95258333,4.735435633,2.260344444,Yes,758.1823,No,No,No,No,No,No,No,No,No,0.0,2344.265243,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,34.6617,133.935,15.1805563,15.1805563,1203.716719,1203.716719,2080,RCP8.5,CMIP5,4.23176,3.526466667,225.816102,188.180085,3.61,2.82,6.924218329,7.42621,6.188508333,1.75487504,0.8251344444,Yes,758.1823,No,No,No,No,No,No,No,No,No,0.0,1675.068624,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,34.6914,135.183,16.20646858,16.20646858,1324.518508,1324.518508,2080,RCP8.5,CMIP5,4.16624,3.471866667,237.3700112,197.8083427,3.61,2.82,6.297616375,-1.90392,-1.5866,-0.4569875955,-0.2115466667,Yes,758.1823,No,No,No,No,No,No,No,No,No,0.0,1700.40352,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,33.5597,133.531,13.88828468,13.88828468,2564.129915,2564.129915,2080,RCP8.5,CMIP5,4.1157,3.42975,266.1116256,221.759688,3.61,2.82,6.077361169,-2.89207,-2.410058333,-0.7026921301,-0.3213411111,Yes,758.1823,No,No,No,No,No,No,No,No,No,0.0,1874.68543,0.0,0.0
Japan,Wheat,1990,3.653993856,Asia,33.6064,130.418,16.64946365,16.64946365,1673.470732,1673.470732,2080,RCP8.5,CMIP5,3.9467,3.288916667,292.3173286,243.5977739,3.61,2.82,5.895046453,4.60128,3.8344,1.165855018,0.5112533333,Yes,758.1823,No,No,No,No,No,No,No,No,No,0.0,2148.043388,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2030,RCP2.6,CMIP5,0.99,0.99,43.0936,43.0936,1.587,0.797,3.8796,-2.39706,-2.39706,-2.421272727,-0.958824,Yes,429.9,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2030,RCP4.5,CMIP5,1.001,1.001,44.1892,44.1892,1.572,0.782,3.869,-1.7365,-1.7365,-1.734765235,-0.6946,Yes,436.55,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2030,RCP8.5,CMIP5,1.093,1.093,0.7304,0.7304,1.728,0.938,3.811,-0.3883,-0.3883,-0.3552607502,-0.15532,Yes,451.9,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2030,RCP2.6,CMIP5,0.99,0.99,43.0936,43.0936,1.587,0.797,4.0931,1.8909,1.8909,1.91,0.75636,Yes,429.9,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2030,RCP4.5,CMIP5,1.001,1.001,44.1892,44.1892,1.572,0.782,4.1147,3.4047,3.4047,3.401298701,1.36188,Yes,436.55,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2030,RCP8.5,CMIP5,1.093,1.093,0.7304,0.7304,1.728,0.938,4.1237,6.58777,6.58777,6.027236962,2.635108,Yes,451.9,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2050,RCP2.6,CMIP5,1.288,1.288,87.2828,87.2828,1.791,1.001,4.14,4.7619,4.7619,3.697127329,1.0582,Yes,442.15,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2050,RCP4.5,CMIP5,1.54,1.54,58.0668,58.0668,2.094,1.304,4.076,4.41476,4.41476,2.866727273,0.9810577778,Yes,487.15,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2050,RCP8.5,CMIP5,2.14,2.14,52.2236,52.2236,2.593,1.803,4.0378,7.12513,7.12513,3.3295,1.583362222,Yes,545.35,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2050,RCP2.6,CMIP5,1.288,1.288,87.2828,87.2828,1.791,1.001,4.4307,11.0944,11.0944,8.613664596,2.465422222,Yes,442.15,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2050,RCP4.5,CMIP5,1.54,1.54,58.0668,58.0668,2.094,1.304,4.5763,16.3259,16.3259,10.60123377,3.627977778,Yes,487.15,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2050,RCP8.5,CMIP5,2.14,2.14,52.2236,52.2236,2.593,1.803,4.7697,25.5043,25.5043,11.9178972,5.667622222,Yes,545.35,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,1803.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2080,RCP2.6,CMIP5,1.291,1.291,72.3096,72.3096,1.833,1.043,4.2808,2.56997,2.56997,1.990681642,0.3426626667,Yes,431.45,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2080,RCP4.5,CMIP5,2.173,2.173,107.3688,107.3688,2.607,1.817,4.2789,4.22652,4.22652,1.945016107,0.563536,Yes,530.65,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2080,RCP8.5,CMIP5,3.932,3.932,80.344,80.344,4.118,3.328,4.1775,5.75874,5.75874,1.464582909,0.767832,Yes,763.4,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2080,RCP2.6,CMIP5,1.291,1.291,72.3096,72.3096,1.833,1.043,4.5238,7.37156,7.37156,5.70996127,0.9828746667,Yes,431.45,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2080,RCP4.5,CMIP5,2.173,2.173,107.3688,107.3688,2.607,1.817,4.9944,20.9392,20.9392,9.636079153,2.791893333,Yes,530.65,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Japan,Maize,2005,2.5245,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2080,RCP8.5,CMIP5,3.932,3.932,80.344,80.344,4.118,3.328,5.5717,40.3215,40.3215,10.25470498,5.3762,Yes,763.4,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Japan,Rice,2005,6.648300117,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2030,RCP2.6,CMIP5,0.99,0.99,43.0936,43.0936,1.587,0.797,3.8796,-2.39706,-2.39706,-2.421272727,-0.958824,Yes,429.9,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Japan,Rice,2005,6.648300117,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2030,RCP4.5,CMIP5,1.001,1.001,44.1892,44.1892,1.572,0.782,3.869,-1.7365,-1.7365,-1.734765235,-0.6946,Yes,436.55,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Japan,Rice,2005,6.648300117,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2030,RCP8.5,CMIP5,1.093,1.093,0.7304,0.7304,1.728,0.938,3.811,-0.3883,-0.3883,-0.3552607502,-0.15532,Yes,451.9,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Japan,Rice,2005,6.648300117,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2030,RCP2.6,CMIP5,0.99,0.99,43.0936,43.0936,1.587,0.797,4.0931,1.8909,1.8909,1.91,0.75636,Yes,429.9,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Japan,Rice,2005,6.648300117,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2030,RCP4.5,CMIP5,1.001,1.001,44.1892,44.1892,1.572,0.782,4.1147,3.4047,3.4047,3.401298701,1.36188,Yes,436.55,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Japan,Rice,2005,6.648300117,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2030,RCP8.5,CMIP5,1.093,1.093,0.7304,0.7304,1.728,0.938,4.1237,6.58777,6.58777,6.027236962,2.635108,Yes,451.9,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Japan,Rice,2005,6.648300117,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2050,RCP2.6,CMIP5,1.288,1.288,87.2828,87.2828,1.791,1.001,4.14,4.7619,4.7619,3.697127329,1.0582,Yes,442.15,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Japan,Rice,2005,6.648300117,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2050,RCP4.5,CMIP5,1.54,1.54,58.0668,58.0668,2.094,1.304,4.076,4.41476,4.41476,2.866727273,0.9810577778,Yes,487.15,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Japan,Rice,2005,6.648300117,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2050,RCP8.5,CMIP5,2.14,2.14,52.2236,52.2236,2.593,1.803,4.0378,7.12513,7.12513,3.3295,1.583362222,Yes,545.35,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Japan,Rice,2005,6.648300117,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2050,RCP2.6,CMIP5,1.288,1.288,87.2828,87.2828,1.791,1.001,4.4307,11.0944,11.0944,8.613664596,2.465422222,Yes,442.15,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Japan,Rice,2005,6.648300117,Asia,36.2048,138.253,12.8835434,9.483380318,1750.680846,1237.055779,2050,RCP4.5,CMIP5,1.54,1.54,58.0668,58.0668,2.094,1.304,4.5763,16.3259,16.3259,10.60123377,3.627977778,Yes,487.15,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
